"product-ratingsContainer","product-ratingsCount","product-separator","product-base href","img-responsive src","product-brand","product-product","product-sizeInventoryPresent","product-sizeInventoryPresent 2","product-sizeInventoryPresent 3","product-sizeInventoryPresent 4","product-sizeInventoryPresent 5","product-discountedPrice","product-strike","product-discountPercentage","product-sizeButton","product-sizeButton 2","product-sizeButton 3","product-sizeButton 4","product-sizeButton 5","xcelerator-plpXceleratorImageTag"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-typography-printed-pure-cotton-t-shirt/18192004/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-charcoal-typography-printed-t-shirt/18192052/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-teal-printed-pure-cotton-t-shirt/19272158/buy","","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","XXL",""
"4.6","42","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-oxy-fire-bio-wash-brand-carrier-t-shirt/18162914/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-brand-logo-print-detail-pure-cotton-t-shirt/18184832/buy","","HRX by Hrithik Roshan","Men Print Detail T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-typography-printed-pure-cotton-t-shirt/19272140/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"3.7","7","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-brand-logo-printed-pure-cotton-t-shirt/18192008/buy","","HRX by Hrithik Roshan","Men Cotton Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-blue--orange-typography-printed-t-shirt/18192000/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-brand-logo-printed-t-shirt/18192034/buy","","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-orange-printed-pure-cotton-t-shirt/19272210/buy","","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-typography-printed-pure-cotton-t-shirt/18192024/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black--white-brand-logo-printed-pure-cotton-t-shirt/18192018/buy","","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-brand-logo-printed-t-shirt/18192010/buy","","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white--grey-printed-pure-cotton-t-shirt/19272150/buy","","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","XXL",""
"3.6","17","|","https://www.myntra.com/face-shield/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-transparent-solid-goggle-style-face-shield/14951950/buy","","HRX by Hrithik Roshan","Solid Goggle Style Face Shield","Onesize","","","","","Rs. 374","Rs. 1499","(75% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-casual-rapid-dry-t-shirts/18657920/buy","","HRX by Hrithik Roshan","Men Rapid-Dry Outdoor T-Shirt","S,","M,","L,","XL,","XXL","Rs. 409","Rs. 999","(59% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-orange-typography-printed-rapid-dry-training-t-shirt/18657906/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-blue-typography-printed-rapid-dry-t-shirt/19018466/buy","","HRX by Hrithik Roshan","Men Printed Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"4.5","2","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-typography-printed-rapid-dry-t-shirt/19018462/buy","","HRX by Hrithik Roshan","Men Printed Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-typography-printed-pure-cotton-t-shirt/19272114/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-green-typography-printed-pure-cotton-t-shirt/19272138/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white--red-printed-pure-cotton-t-shirt/19272146/buy","","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-orange-printed-pure-cotton-t-shirt/19272148/buy","","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-typography-printed-pure-cotton-t-shirt/19272118/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-teal-typography-printed-pure-cotton-t-shirt/19272132/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-pure-cotton-t-shirt/19272134/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-teal-printed-pure-cotton-t-shirt/19272144/buy","","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-typography-printed-pure-cotton-t-shirt/19272154/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"4.1","1.1k","|","https://www.myntra.com/outdoor-masks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-pack-of-3-protekt-x-reusable-4-ply-facemasks/12027350/buy","","HRX by Hrithik Roshan","Unisex 3 Pcs 4-Ply Facemasks","Onesize","","","","","Rs. 279","Rs. 799","(65% OFF)","Onesize","","","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-pure-cotton-t-shirt/19272130/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"4.5","164","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-girls-multicoloured-set-of-3-striped-ankle-length-socks/15329114/buy","","HRX by Hrithik Roshan","Girls Set of 3 Ankle Socks","11-13Y,","14-16Y","","","","Rs. 166","Rs. 449","(63% OFF)","11-13Y","14-16Y","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-turquoise-blue--black-typography-printed-t-shirt/20104348/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL",""
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-striped-ankle-length-socks/20055182/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-typography-printed-pure-cotton-t-shirt/19272128/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-4-ankle-length-socks/20055172/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20055172/2022/10/4/639c85f7-c8bf-40ad-b692-eeab099cb8bf1664881305920-HRX-by-Hrithik-Roshan-Men-Pack-of-4-Ankle-Length-Socks-83016-1.jpg","HRX by Hrithik Roshan","Men Pack of 4 Socks","Onesize","","","","","Rs. 449","Rs. 999","(55% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-typography-printed-pure-cotton-t-shirt/19272140/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19272140/2022/8/17/8365b424-650f-415b-b91b-da07c5bec5441660726914493-HRX-by-Hrithik-Roshan-White-Regular-Fit-Tshirts-492166072691-1.jpg","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/perfume-and-body-mist/hrx/hrx--impact-deodorant-150-ml/19931086/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19931086/2022/9/14/4b57d8b5-c95f-4230-a521-a8321d5215ed1663137982467HRXImpactDeodorant150ml1.jpg","HRX","Impact Deodorant 150 ml","150-200 ML","","","","","Rs. 279","Rs. 349","(20% OFF)","150-200 ML","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-printed-pure-cotton-t-shirt/19272160/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19272160/2022/8/18/e9941d45-af93-416c-a86c-28da38df39571660799430993-HRX-by-Hrithik-Roshan-Black-Regular-Fit-Tshirts-985166079943-1.jpg","HRX by Hrithik Roshan","Men Printed Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white--grey-printed-pure-cotton-t-shirt/19272150/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19272150/2022/8/17/da02f460-3925-4212-9966-32a2048e98db1660726926055-HRX-by-Hrithik-Roshan-White-Regular-Fit-Tshirts-357166072692-1.jpg","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","XXL",""
"4.3","4.8k","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-ankle-length-pack-of-3-socks/2510309/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2510309/2018/5/23/0efd82fa-86e0-441d-9c44-b758f05072871527052384451-HRX-by-Hrithik-Roshan-Men-Pack-of-3-Solid-Shoeliners-8011527052383660-1.jpg","HRX by Hrithik Roshan","Men Lifestyle Socks","Onesize","","","","","Rs. 349","Rs. 499","(30% OFF)","Onesize","","","","",""
"4.3","59.4k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-yellow-printed-cotton-pure-cotton-t-shirt/1700944/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1700944/2022/3/2/093bc645-d461-4128-94a1-0692803944141646215571321-HRX-by-Hrithik-Roshan-Men-Yellow-Printed-Cotton-Pure-Cotton--1.jpg","HRX by Hrithik Roshan","Printed Cotton Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","",""
"4.3","14.7k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-charcoal-grey-slim-advanced-rapid-dry-raglan-t-shirt/2314372/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2314372/2018/6/19/29e8ddfd-6f5f-43fd-8b71-dfa8ac6cef681529385860869-HRX-by-Hrithik-Roshan-Men-Charcoal-Grey-Slim-Advanced-Rapid--1.jpg","HRX by Hrithik Roshan","Slim Rapid Dry Raglan T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","",""
"4.3","9.7k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-raglan-sleeved-t-shirt/1987412/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1987412/2022/1/24/e345f1fa-6410-4698-bde1-5bec40623cd61643021838087-HRX-by-Hrithik-Roshan-Men-Black-Raglan-Sleeved-T-shirt-76216-6.jpg","HRX by Hrithik Roshan","Raglan Sleeved T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","",""
"4.2","2.2k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-slim-advanced-rapid-dry-raglan-t-shirt/2314428/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2314428/2022/5/14/03580079-10c3-46a8-80ed-cbfb931eaaed1652515925728-HRX-by-Hrithik-Roshan-Men-Navy-Slim-Advanced-Rapid-Dry-Ragla-1.jpg","HRX by Hrithik Roshan","Slim Rapid Dry Raglan T-shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","",""
"4.2","6.3k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-printed-pure-cotton-t-shirt/1700951/buy","","HRX by Hrithik Roshan","Printed Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","",""
"4.3","126","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-antimicrobial-lifestyle-innerwear-vests-/14097324/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vest","S,","M,","L,","XL","","Rs. 299","Rs. 599","(50% OFF)","S","M","L","","",""
"4.1","664","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-orange-solid-lifestyle-crew-neck-pure-cotton-t-shirt/8479025/buy","","HRX by Hrithik Roshan","Lifestyle Crew Neck Pure Cotton T-shirts","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","S","M","L","XL","","NEW SEASON"
"4","230","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-antimicrobial-lifestyle-innerwear-vests-/14097320/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vests","S,","M,","L,","XL","","Rs. 301","Rs. 549","(45% OFF)","S","M","L","","",""
"4.4","9","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-lifestyle-girls-high-risk-red-rapid-dry-typography-crop-t-shirt/14702534/buy","","HRX by Hrithik Roshan","U-17 Girls Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 295","Rs. 799","(63% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","","NEW SEASON"
"4.4","91","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-girls-yellow-printed-rapid-dry-active-t-shirts/11245440/buy","","HRX by Hrithik Roshan","U-17 Girls Active T-shirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 255","Rs. 799","(68% OFF)","10-11Y","12-13Y","14-15Y","16-17Y","",""
"3.8","22","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men--maroon-running-rapid-dry-t-shirts/18657960/buy","","HRX by Hrithik Roshan","Men Rapid-Dry Running T-Shirt","S,","M,","L,","XL,","XXL","Rs. 405","Rs. 699","(42% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-grey-brand-logo-print-extended-sleeves-t-shirt/20104320/buy","","HRX by Hrithik Roshan","Women Brand Logo T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","S","M","L","",""
"4.2","9","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-orange-printed-rapid-dry-t-shirt-with-reflective-strips/19019434/buy","","HRX by Hrithik Roshan","Women Brand Logo Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","S","M","L","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-t-shirt/20104354/buy","","HRX by Hrithik Roshan","Men T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","",""
"4.1","791","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-printed-bio-wash-yoga-pure-cotton-t-shirt/11999598/buy","","HRX by Hrithik Roshan","Yoga Bio-Wash Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","",""
"4.3","184","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-antimicrobial-lifestyle-innerwear-vest/14097382/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vest","S,","M,","L,","XL","","Rs. 299","Rs. 599","(50% OFF)","S","M","L","","",""
"4.4","58","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-boys-optic-white-rapid-dry-brand-carrier-tshirts/17208278/buy","","HRX by Hrithik Roshan","U-17 Boys Rapid-Dry Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 279","Rs. 799","(65% OFF)","8-9Y","12-13Y","14-15Y","16-17Y","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-rapid-dry-t-shirt/19018424/buy","","HRX by Hrithik Roshan","Men Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","","NEW SEASON"
"4.3","40","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-sulphur-spring-bio-wash-brand-carrier-tshirts/18162604/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-olive-green-rapid-dry-t-shirt/19018436/buy","","HRX by Hrithik Roshan","Men Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","","NEW SEASON"
"4.5","49","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-sulphur-spring-bio-wash-brand-carrier-tshirts/18162688/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","",""
"4.6","23","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-lifestyle-girls-bright-white-rapid-dry-printed-t-shirt/14702272/buy","","HRX by Hrithik Roshan","U-17 Girls Lifestyle Tshirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 255","Rs. 799","(68% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","",""
"4.3","27","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-lifestyle-girls-salmon-rose-rapid-dry-solid-cotton-crop-t-shirt/14702240/buy","","HRX by Hrithik Roshan","U-17 Girls Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 239","Rs. 799","(70% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","",""
"4.3","32","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-oxy-fire-bio-wash-brand-carrier-t-shirt/18162566/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","",""
