"lazy src","productSKULink","productSKULink href","d-block","vfm__scr","vfm__txt","prdp-spc__cntnt","p-r-s","txt-clr-base","prdp-spc__cntnt 2","p-r-s 2","txt-clr-base 2","prdp-spc__cntnt 3","p-r-s 3","txt-clr-base 3","prdp-spc__cntnt 4","p-r-s 4","txt-clr-base 4","ovrlystts-stts","txt-wt-n"
"https://cdn.pricebaba.com/prod/images/product/mobile/107203/samsung-galaxy-m13-l-3328517.jpg?tr=h-120,q-60","Samsung Galaxy M13","https://pricebaba.com/mobile/samsung-galaxy-m13","Rs. 9,499","91","VFM Score","6.6""","•","Screen","Triple","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/107450/realme-c35-l-2984698.jpg?tr=h-120,q-60","Realme C35","https://pricebaba.com/mobile/realme-c35","Rs. 9,999","74","VFM Score","6.6""","•","Screen","Triple","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/109766/infinix-hot-12-play-l-3580428.jpg?tr=h-120,q-60","Infinix Hot 12 Play","https://pricebaba.com/mobile/infinix-hot-12-play","Rs. 8,199","69","VFM Score","6.82""","•","Screen","13 MP","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/104093/xiaomi-redmi-10-l-2595209.jpg?tr=h-120,q-60","Xiaomi Redmi 10","https://pricebaba.com/mobile/xiaomi-redmi-10","Rs. 9,450","85","VFM Score","6.7""","•","Screen","Dual","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/108540/realme-narzo-50-l-2556012.jpg?tr=h-120,q-60","Realme Narzo 50","https://pricebaba.com/mobile/realme-narzo-50","Rs. 9,999","84","VFM Score","6.6""","•","Screen","Triple","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/109556/vivo-t1x-4g-l-3290991.jpg?tr=h-120,q-60","vivo T1x 4G","https://pricebaba.com/mobile/vivo-t1x-4g","Rs. 9,999","82","VFM Score","6.58""","•","Screen","Dual","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/106521/poco-c31-64gb-l-2854659.jpg?tr=h-120,q-60","POCO C31 64GB","https://pricebaba.com/mobile/poco-c31-64gb","Rs. 8,750","88","VFM Score","6.53""","•","Screen","Triple","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/41660/reliance-jiophone-l-2479480.jpg?tr=h-120,q-60","Reliance JioPhone","https://pricebaba.com/mobile/reliance-jiophone","Rs. 1,500","62","VFM Score","2.4""","•","Screen","2 MP","•","Camera","512MB","•","RAM","2000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C30","https://pricebaba.com/mobile/realme-c30","Rs. 5,499","95","VFM Score","6.5""","•","Screen","8 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 9A Sport","https://pricebaba.com/mobile/xiaomi-redmi-9a-sport","Rs. 6,599","79","VFM Score","6.53""","•","Screen","13 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","POCO C31","https://pricebaba.com/mobile/poco-c31","Rs. 7,777","94","VFM Score","6.53""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 10 Prime 2022","https://pricebaba.com/mobile/xiaomi-redmi-10-prime-2022","Rs. 9,999","89","VFM Score","6.5""","•","Screen","Quad","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 9i Sport","https://pricebaba.com/mobile/xiaomi-redmi-9i-sport","Rs. 8,358","80","VFM Score","6.53""","•","Screen","13 MP","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme Narzo 50A 128GB","https://pricebaba.com/mobile/realme-narzo-50a-128gb","Rs. 9,499","71","VFM Score","6.5""","•","Screen","Triple","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 9i Sport 128GB","https://pricebaba.com/mobile/xiaomi-redmi-9i-sport-128gb","Rs. 9,997","73","VFM Score","6.53""","•","Screen","13 MP","•","Camera","4GB","•","RAM","5000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Realme C31","https://pricebaba.com/mobile/realme-c31","Rs. 8,897","76","VFM Score","6.5""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C31 64GB","https://pricebaba.com/mobile/realme-c31-64gb","Rs. 9,649","62","VFM Score","6.5""","•","Screen","Triple","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 9A Sport 3GB RAM","https://pricebaba.com/mobile/xiaomi-redmi-9a-sport-3gb-ram","Rs. 6,999","79","VFM Score","6.53""","•","Screen","13 MP","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme Narzo 50i 64GB","https://pricebaba.com/mobile/realme-narzo-50i-64gb","Rs. 8,490","63","VFM Score","6.5""","•","Screen","8 MP","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 105 Plus","https://pricebaba.com/mobile/nokia-105-plus","Rs. 1,199","42","VFM Score","1.77""","•","Screen","4MB","•","RAM","1000mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Tecno Spark 8T","https://pricebaba.com/mobile/tecno-spark-8t","Rs. 8,499","77","VFM Score","6.6""","•","Screen","50 MP","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 2660 Flip","https://pricebaba.com/mobile/nokia-2660-flip","Rs. 4,549","47","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","48MB","•","RAM","1450mAh","•","Battery","",""
"https://pricebaba.com/l.png","Infinix Smart 6","https://pricebaba.com/mobile/infinix-smart-6","Rs. 5,849","74","VFM Score","6.6""","•","Screen","8 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 10A","https://pricebaba.com/mobile/xiaomi-redmi-10a","Rs. 7,795","85","VFM Score","6.53""","•","Screen","13 MP","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Reliance JioPhone Next","https://pricebaba.com/mobile/reliance-jiophone-next","Rs. 4,728","75","VFM Score","5.45""","•","Screen","13 MP","•","Camera","2GB","•","RAM","3500mAh","•","Battery","",""
"https://pricebaba.com/l.png","vivo Y15c","https://pricebaba.com/mobile/vivo-y15c","Rs. 9,499","72","VFM Score","6.51""","•","Screen","Dual","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C33","https://pricebaba.com/mobile/realme-c33","Rs. 8,299","78","VFM Score","6.5""","•","Screen","Dual","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 5710 Xpress Audio","https://pricebaba.com/mobile/nokia-5710-xpress-audio","Rs. 4,999","49","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","48MB","•","RAM","1450mAh","•","Battery","",""
"https://pricebaba.com/l.png","Infinix Hot 12","https://pricebaba.com/mobile/infinix-hot-12","Rs. 7,449","86","VFM Score","6.82""","•","Screen","Dual","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Samsung Galaxy A03","https://pricebaba.com/mobile/samsung-galaxy-a03","Rs. 8,499","73","VFM Score","6.5""","•","Screen","Dual","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 10A 64GB","https://pricebaba.com/mobile/xiaomi-redmi-10a-64gb","Rs. 8,446","73","VFM Score","6.53""","•","Screen","13 MP","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 10 Prime","https://pricebaba.com/mobile/xiaomi-redmi-10-prime","Rs. 9,999","87","VFM Score","6.5""","•","Screen","Quad","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Infinix Note 11","https://pricebaba.com/mobile/infinix-note-11","Rs. 9,999","83","VFM Score","6.7""","•","Screen","Dual","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Infinix Smart 6 Plus","https://pricebaba.com/mobile/infinix-smart-6-plus","Rs. 7,499","78","VFM Score","6.82""","•","Screen","8 MP","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Motorola A10","https://pricebaba.com/mobile/motorola-a10","Rs. 1,399","57","VFM Score","1.8""","•","Screen","1500mAh","•","Battery","","","","","","","",""
"https://pricebaba.com/l.png","Realme Narzo 50A","https://pricebaba.com/mobile/realme-narzo-50a","Rs. 9,990","86","VFM Score","6.5""","•","Screen","Triple","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Motorola E40","https://pricebaba.com/mobile/motorola-e40","Rs. 8,999","73","VFM Score","6.5""","•","Screen","Triple","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Samsung Galaxy A03 Core","https://pricebaba.com/mobile/samsung-galaxy-a03-core","Rs. 6,999","69","VFM Score","6.5""","•","Screen","8 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Infinix Hot 11 2022","https://pricebaba.com/mobile/infinix-hot-11-2022","Rs. 8,945","68","VFM Score","6.7""","•","Screen","Dual","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Motorola E32s","https://pricebaba.com/mobile/motorola-e32s","Rs. 8,620","70","VFM Score","6.5""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/3148/samsung-metro-b350e-l-2492811.jpg?tr=h-120,q-60","Samsung Metro B350E","https://pricebaba.com/mobile/samsung-metro-b350e","Rs. 3,013","55","VFM Score","2.4""","•","Screen","2 MP","•","Camera","32MB","•","RAM","1200mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/104816/nokia-6310-l-1839434.jpg?tr=h-120,q-60","Nokia 6310","https://pricebaba.com/mobile/nokia-6310","Rs. 3,399","46","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","16MB","•","RAM","1150mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/99409/oppo-a15-l-2236758.jpg?tr=h-120,q-60","OPPO A15","https://pricebaba.com/mobile/oppo-a15","Rs. 9,798","76","VFM Score","6.52""","•","Screen","Triple","•","Camera","3GB","•","RAM","4230mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/107095/motorola-a50-l-2107376.jpg?tr=h-120,q-60","Motorola A50","https://pricebaba.com/mobile/motorola-a50","Rs. 1,549","50","VFM Score","1.8""","•","Screen","0.3 MP","•","Camera","4MB","•","RAM","1750mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/109279/snexian-guru-310-l-2689153.jpg?tr=h-120,q-60","Snexian GURU 310","https://pricebaba.com/mobile/snexian-guru-310","Rs. 699","57","VFM Score","1.8""","•","Screen","1.3 MP","•","Camera","1000mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/106452/micromax-x818-l-1879173.jpg?tr=h-120,q-60","Micromax X818","https://pricebaba.com/mobile/micromax-x818","Rs. 1,415","49","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","1450mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/108503/itel-a27-l-2530042.jpg?tr=h-120,q-60","Itel A27","https://pricebaba.com/mobile/itel-a27","Rs. 5,198","66","VFM Score","5.45""","•","Screen","5 MP","•","Camera","2GB","•","RAM","4000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/108637/nokia-c21-plus-l-3358590.jpg?tr=h-120,q-60","Nokia C21 Plus","https://pricebaba.com/mobile/nokia-c21-plus","Rs. 9,799","65","VFM Score","6.5""","•","Screen","Dual","•","Camera","3GB","•","RAM","5050mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia C01 Plus","https://pricebaba.com/mobile/nokia-c01-plus","Rs. 5,569","65","VFM Score","5.45""","•","Screen","5 MP","•","Camera","2GB","•","RAM","3000mAh","•","Battery","",""
"https://pricebaba.com/l.png","POCO C3","https://pricebaba.com/mobile/poco-c3","Rs. 7,480","94","VFM Score","6.53""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C30s","https://pricebaba.com/mobile/realme-c30s","Rs. 6,250","70","VFM Score","6.5""","•","Screen","8 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Itel Magic 3","https://pricebaba.com/mobile/itel-magic-3","Rs. 1,829","49","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","1500mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Nokia 216 Dual SIM","https://pricebaba.com/mobile/nokia-216-dual-sim","Rs. 2,523","55","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","16MB","•","RAM","1020mAh","•","Battery","",""
"https://pricebaba.com/l.png","Samsung Galaxy A03s","https://pricebaba.com/mobile/samsung-galaxy-a03s","Rs. 9,700","80","VFM Score","6.5""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C20","https://pricebaba.com/mobile/realme-c20","Rs. 7,290","87","VFM Score","6.5""","•","Screen","8 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 6300 4G","https://pricebaba.com/mobile/nokia-6300-4g","Rs. 6,490","52","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","512MB","•","RAM","1500mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Xiaomi Redmi 9i","https://pricebaba.com/mobile/xiaomi-redmi-9i","Rs. 8,799","82","VFM Score","6.53""","•","Screen","13 MP","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","OPPO A3s","https://pricebaba.com/mobile/oppo-a3s","Rs. 7,441","71","VFM Score","6.2""","•","Screen","Dual","•","Camera","2GB","•","RAM","4230mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi A1","https://pricebaba.com/mobile/xiaomi-redmi-a1","Rs. 6,299","79","VFM Score","6.52""","•","Screen","8 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Micromax IN 2C","https://pricebaba.com/mobile/micromax-in-2c","Rs. 7,385","68","VFM Score","6.52""","•","Screen","8 MP","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 110 4G","https://pricebaba.com/mobile/nokia-110-4g","Rs. 1,890","56","VFM Score","1.8""","•","Screen","0.8 MP","•","Camera","128MB","•","RAM","1020mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C25","https://pricebaba.com/mobile/realme-c25","Rs. 9,290","86","VFM Score","6.5""","•","Screen","Triple","•","Camera","4GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 9 Activ","https://pricebaba.com/mobile/xiaomi-redmi-9-activ","Rs. 8,099","83","VFM Score","6.53""","•","Screen","Dual","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Infinix Hot 11S","https://pricebaba.com/mobile/infinix-hot-11s","Rs. 9,999","79","VFM Score","6.78""","•","Screen","Dual","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C11 2021","https://pricebaba.com/mobile/realme-c11-2021","Rs. 6,999","68","VFM Score","6.5""","•","Screen","8 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Reliance JioPhone 2021","https://pricebaba.com/mobile/reliance-jiophone-2021","Rs. 6,899","45","VFM Score","2.4""","•","Screen","2 MP","•","Camera","512MB","•","RAM","1500mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Micromax X708","https://pricebaba.com/mobile/micromax-x708","Rs. 1,258","63","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","1450mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 7","https://pricebaba.com/mobile/xiaomi-redmi-7","Rs. 7,998","82","VFM Score","6.26""","•","Screen","Dual","•","Camera","2GB","•","RAM","4000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 3310 New","https://pricebaba.com/mobile/nokia-3310-new","Rs. 3,799","50","VFM Score","2.4""","•","Screen","2 MP","•","Camera","1200mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Realme C3","https://pricebaba.com/mobile/realme-c3","Rs. 8,999","79","VFM Score","6.5""","•","Screen","Dual","•","Camera","3GB","•","RAM","5000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Tecno Spark 9T","https://pricebaba.com/mobile/tecno-spark-9t","Rs. 8,999","78","VFM Score","6.6""","•","Screen","Dual","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","vivo U10","https://pricebaba.com/mobile/vivo-u10","Rs. 8,990","79","VFM Score","6.35""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Itel Magic 2 4G","https://pricebaba.com/mobile/itel-magic-2-4g","Rs. 2,369","57","VFM Score","2.4""","•","Screen","1.3 MP","•","Camera","64MB","•","RAM","1900mAh","•","Battery","",""
"https://pricebaba.com/l.png","Lava Blaze Pro","https://pricebaba.com/mobile/lava-blaze-pro","Rs. 9,999","78","VFM Score","6.5""","•","Screen","50 MP","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 150 2020","https://pricebaba.com/mobile/nokia-150-2020","Rs. 2,599","54","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","4MB","•","RAM","1020mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C21Y","https://pricebaba.com/mobile/realme-c21y","Rs. 8,390","69","VFM Score","6.5""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Tecno Spark Go 2022","https://pricebaba.com/mobile/tecno-spark-go-2022","Rs. 6,991","68","VFM Score","6.52""","•","Screen","13 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C2","https://pricebaba.com/mobile/realme-c2","Rs. 6,999","81","VFM Score","6.1""","•","Screen","Dual","•","Camera","2GB","•","RAM","4000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Realme C12","https://pricebaba.com/mobile/realme-c12","Rs. 8,899","82","VFM Score","6.52""","•","Screen","Triple","•","Camera","3GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Samsung Galaxy M01 Core","https://pricebaba.com/mobile/samsung-galaxy-m01-core","Rs. 6,899","71","VFM Score","5.3""","•","Screen","8 MP","•","Camera","1GB","•","RAM","3000mAh","•","Battery","Out of stock","Out of Stock"
"https://cdn.pricebaba.com/prod/images/product/mobile/66881/oppo-a5s-l-3084004.jpg?tr=h-120,q-60","OPPO A5s","https://pricebaba.com/mobile/oppo-a5s","Rs. 8,490","74","VFM Score","6.2""","•","Screen","Dual","•","Camera","2GB","•","RAM","4230mAh","•","Battery","Out of stock","Out of Stock"
"https://cdn.pricebaba.com/prod/images/product/mobile/110931/micromax-j22-l-3295858.jpg?tr=h-120,q-60","Micromax J22","https://pricebaba.com/mobile/micromax-j22","Rs. 1,304","50","VFM Score","2.4""","•","Screen","32MB","•","RAM","1000mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/109553/nokia-105-2022-l-2810137.jpg?tr=h-120,q-60","Nokia 105 2022","https://pricebaba.com/mobile/nokia-105-2022","Rs. 1,299","44","VFM Score","1.77""","•","Screen","4MB","•","RAM","800mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/110529/kechao-k116-new-l-3130805.jpg?tr=h-120,q-60","Kechao K116 New","https://pricebaba.com/mobile/kechao-k116-new","Rs. 1,180","55","VFM Score","1.8""","•","Screen","1.3 MP","•","Camera","400mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/100298/micromax-in-note-1-l-1635945.jpg?tr=h-120,q-60","Micromax IN Note 1","https://pricebaba.com/mobile/micromax-in-note-1","Rs. 9,999","79","VFM Score","6.67""","•","Screen","Quad","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/110606/i-kall-k475-new-l-3279973.jpg?tr=h-120,q-60","I KALL K475 New","https://pricebaba.com/mobile/i-kall-k475-new","Rs. 6,649","67","VFM Score","6.26""","•","Screen","16 MP","•","Camera","4GB","•","RAM","4000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/95092/infinix-smart-5-l-2515182.jpg?tr=h-120,q-60","Infinix Smart 5","https://pricebaba.com/mobile/infinix-smart-5","Rs. 8,390","83","VFM Score","6.82""","•","Screen","13 MP","•","Camera","2GB","•","RAM","6000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/102328/gionee-max-pro-l-2524160.jpg?tr=h-120,q-60","Gionee Max Pro","https://pricebaba.com/mobile/gionee-max-pro","Rs. 6,999","74","VFM Score","6.52""","•","Screen","Dual","•","Camera","3GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Lava Z3","https://pricebaba.com/mobile/lava-z3","Rs. 7,000","67","VFM Score","6.51""","•","Screen","8 MP","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Samsung E1200","https://pricebaba.com/mobile/samsung-e1200","Rs. 1,299","44","VFM Score","1.5""","•","Screen","800mAh","•","Battery","","","","","","","",""
"https://pricebaba.com/l.png","Apple iPhone 5s 16GB","https://pricebaba.com/mobile/apple-iphone-5s","Rs. 8,999","59","VFM Score","4""","•","Screen","8 MP","•","Camera","1GB","•","RAM","1560mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Micromax Bharat 1","https://pricebaba.com/mobile/micromax-bharat-1","Rs. 2,599","64","VFM Score","2.4""","•","Screen","2 MP","•","Camera","512MB","•","RAM","2000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Samsung Metro B313","https://pricebaba.com/mobile/samsung-metro-b313","Rs. 2,099","52","VFM Score","2""","•","Screen","0.3 MP","•","Camera","1000mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Nokia C100","https://pricebaba.com/mobile/nokia-c100","Rs. 7,299","","","5.45""","•","Screen","8 MP","•","Camera","3GB","•","RAM","4000mAh","•","Battery","Upcoming","Expected Price"
"https://pricebaba.com/l.png","Xiaomi Redmi 11A","https://pricebaba.com/mobile/xiaomi-redmi-11a","Rs. 8,499","","","6.53""","•","Screen","Dual","•","Camera","4GB","•","RAM","5000mAh","•","Battery","Upcoming","Expected Price"
"https://pricebaba.com/l.png","Snexian Rock R6","https://pricebaba.com/mobile/snexian-rock-r6","Rs. 799","55","VFM Score","1.77""","•","Screen","0.3 MP","•","Camera","1000mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Samsung Galaxy A10","https://pricebaba.com/mobile/samsung-galaxy-a10","Rs. 8,499","70","VFM Score","6.2""","•","Screen","13 MP","•","Camera","2GB","•","RAM","3400mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Xiaomi Redmi 7A","https://pricebaba.com/mobile/xiaomi-redmi-7a","Rs. 6,999","75","VFM Score","5.45""","•","Screen","12 MP","•","Camera","2GB","•","RAM","4000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi Note 4 64GB","https://pricebaba.com/mobile/xiaomi-redmi-note-4","Rs. 9,998","71","VFM Score","5.5""","•","Screen","13 MP","•","Camera","4GB","•","RAM","4100mAh","•","Battery","",""
"https://pricebaba.com/l.png","I KALL K380","https://pricebaba.com/mobile/i-kall-k380","Rs. 5,934","67","VFM Score","7.12""","•","Screen","13 MP","•","Camera","4GB","•","RAM","4000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 105 2017","https://pricebaba.com/mobile/nokia-105-2017","Rs. 1,000","49","VFM Score","1.8""","•","Screen","800mAh","•","Battery","","","","","","","",""
"https://pricebaba.com/l.png","Itel Ace 2","https://pricebaba.com/mobile/itel-ace-2","Rs. 998","42","VFM Score","1.8""","•","Screen","4MB","•","RAM","1000mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Realme C21","https://pricebaba.com/mobile/realme-c21","Rs. 9,549","82","VFM Score","6.5""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Itel it2175","https://pricebaba.com/mobile/itel-it2175","Rs. 1,109","55","VFM Score","1.8""","•","Screen","0.3 MP","•","Camera","1200mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Nokia 6600","https://pricebaba.com/mobile/nokia-6600","Rs. 8,499","41","VFM Score","2.1 MP","•","Camera","","","","","","","","","","",""
"https://pricebaba.com/l.png","Itel Magic X","https://pricebaba.com/mobile/itel-magic-x","Rs. 2,265","54","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","48MB","•","RAM","1200mAh","•","Battery","",""
"https://pricebaba.com/l.png","Samsung Galaxy M02","https://pricebaba.com/mobile/samsung-galaxy-m02","Rs. 8,999","72","VFM Score","6.5""","•","Screen","Dual","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 8 64GB","https://pricebaba.com/mobile/xiaomi-redmi-8-64gb","Rs. 9,870","75","VFM Score","6.22""","•","Screen","Dual","•","Camera","4GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia C30","https://pricebaba.com/mobile/nokia-c30","Rs. 8,990","65","VFM Score","6.82""","•","Screen","Dual","•","Camera","3GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Tecno Spark 6 Air","https://pricebaba.com/mobile/tecno-spark-6-air","Rs. 7,790","78","VFM Score","7.0""","•","Screen","Dual","•","Camera","2GB","•","RAM","6000mAh","•","Battery","",""
"https://pricebaba.com/l.png","vivo Y91","https://pricebaba.com/mobile/vivo-y91","Rs. 8,990","72","VFM Score","6.22""","•","Screen","Dual","•","Camera","2GB","•","RAM","4030mAh","•","Battery","",""
"https://pricebaba.com/l.png","Samsung Galaxy M02s","https://pricebaba.com/mobile/samsung-galaxy-m02s","Rs. 8,597","79","VFM Score","6.5""","•","Screen","Triple","•","Camera","3GB","•","RAM","5000mAh","•","Battery","Out of stock","Out of Stock"
