"lazy src","productSKULink","productSKULink href","d-block","vfm__scr","vfm__txt","prdp-spc__cntnt","p-r-s","txt-clr-base","prdp-spc__cntnt 2","p-r-s 2","txt-clr-base 2","prdp-spc__cntnt 3","p-r-s 3","txt-clr-base 3","prdp-spc__cntnt 4","p-r-s 4","txt-clr-base 4","ovrlystts-stts","txt-wt-n"
"https://cdn.pricebaba.com/prod/images/product/mobile/71708/itel-power-100-l-1612574.jpg?tr=h-120,q-60","Itel Power 100","https://pricebaba.com/mobile/itel-power-100","Rs. 1,248","74","VFM Score","1.7""","•","Screen","0.3 MP","•","Camera","2500mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/70539/lava-a1200-l-1613041.jpg?tr=h-120,q-60","Lava A1200","https://pricebaba.com/mobile/lava-a1200","Rs. 1,287","66","VFM Score","1.8""","•","Screen","0.3 MP","•","Camera","1750mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/70418/micromax-x744-l-2487627.jpg?tr=h-120,q-60","Micromax X744","https://pricebaba.com/mobile/micromax-x744","Rs. 2,499","54","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","2200mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/70282/itel-muzik-400-l-1895908.jpg?tr=h-120,q-60","Itel Muzik 400","https://pricebaba.com/mobile/itel-muzik-400","Rs. 1,450","62","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","3000mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/67617/panasonic-eluga-ray-810-l-2488020.jpg?tr=h-120,q-60","Panasonic Eluga Ray 810","https://pricebaba.com/mobile/panasonic-eluga-ray-810","Rs. 7,499","81","VFM Score","6.19""","•","Screen","Dual","•","Camera","4GB","•","RAM","4000mAh","•","Battery","Out of stock","Out of Stock"
"https://cdn.pricebaba.com/prod/images/product/mobile/47655/micromax-bharat-5-pro-l-2489555.jpg?tr=h-120,q-60","Micromax Bharat 5 Pro","https://pricebaba.com/mobile/micromax-bharat-5-pro","Rs. 7,981","72","VFM Score","5.2""","•","Screen","13 MP","•","Camera","3GB","•","RAM","5000mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Itel it7100","https://pricebaba.com/mobile/itel-it7100","Rs. 2,190","57","VFM Score","3.2""","•","Screen","1.3 MP","•","Camera","1900mAh","•","Battery","1.3 MP","•","Front Camera","",""
"https://pricebaba.com/l.png","Lava KKT 34 Power","https://pricebaba.com/mobile/lava-kkt-34-power","Rs. 1,850","59","VFM Score","2.4""","•","Screen","1.3 MP","•","Camera","2000mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Karbonn A40 Indian","https://pricebaba.com/mobile/karbonn-a40-indian","Rs. 3,990","64","VFM Score","4.0""","•","Screen","2 MP","•","Camera","1GB","•","RAM","1400mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","InFocus Turbo 5","https://pricebaba.com/mobile/infocus-turbo-5","Rs. 7,500","69","VFM Score","5.2""","•","Screen","13 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Micromax Bharat 2","https://pricebaba.com/mobile/micromax-bharat-2","Rs. 2,900","66","VFM Score","4.0""","•","Screen","2 MP","•","Camera","512MB","•","RAM","1300mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Lenovo K6 Note","https://pricebaba.com/mobile/lenovo-k6-note-4gb","Rs. 9,190","69","VFM Score","5.5""","•","Screen","16 MP","•","Camera","4GB","•","RAM","4000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Lava Spark One","https://pricebaba.com/mobile/lava-spark-one","Rs. 4,900","48","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","1750mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Lenovo Vibe K5","https://pricebaba.com/mobile/lenovo-vibe-k5","Rs. 5,499","70","VFM Score","5.0""","•","Screen","13 MP","•","Camera","2GB","•","RAM","2750mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Lava ARC 22","https://pricebaba.com/mobile/lava-arc-22","Rs. 2,600","51","VFM Score","2.8""","•","Screen","1.3 MP","•","Camera","1150mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","BlackBerry Q5","https://pricebaba.com/mobile/blackberry-q5","Rs. 8,599","52","VFM Score","3.1""","•","Screen","5 MP","•","Camera","2GB","•","RAM","2180mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Micromax X379 Plus","https://pricebaba.com/mobile/micromax-x379-plus","Rs. 1,129","61","VFM Score","1.77""","•","Screen","0.3 MP","•","Camera","1000mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Tecno Spark 7 64GB","https://pricebaba.com/mobile/tecno-spark-7-64gb","Rs. 8,990","61","VFM Score","6.52""","•","Screen","16 MP","•","Camera","3GB","•","RAM","6000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","LG W11","https://pricebaba.com/mobile/lg-w11","Rs. 7,999","78","VFM Score","6.52""","•","Screen","Dual","•","Camera","3GB","•","RAM","4000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Cellecor C9","https://pricebaba.com/mobile/cellecor-c9","Rs. 999","47","VFM Score","1.8""","•","Screen","1000mAh","•","Battery","","","","","","","",""
"https://pricebaba.com/l.png","Itel it5260","https://pricebaba.com/mobile/itel-it5260","Rs. 1,549","58","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","1900mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Infinix Hot 7","https://pricebaba.com/mobile/infinix-hot-7","Rs. 8,990","75","VFM Score","6.19""","•","Screen","Dual","•","Camera","4GB","•","RAM","4000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Cat B25","https://pricebaba.com/mobile/cat-b25","Rs. 9,999","44","VFM Score","2.4""","•","Screen","2 MP","•","Camera","256MB","•","RAM","1300mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Samsung Galaxy Star Pro Duos S7262","https://pricebaba.com/mobile/samsung-galaxy-star-pro-s7262","Rs. 5,590","51","VFM Score","4""","•","Screen","2 MP","•","Camera","512MB","•","RAM","1500mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Micromax Canvas1","https://pricebaba.com/mobile/micromax-canvas1","Rs. 8,799","62","VFM Score","5.0""","•","Screen","8 MP","•","Camera","2GB","•","RAM","2500mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Swipe Konnect Star 4G","https://pricebaba.com/mobile/swipe-konnect-star-4g","Rs. 2,699","79","VFM Score","4.0""","•","Screen","5 MP","•","Camera","1GB","•","RAM","1800mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Panasonic Eluga I7","https://pricebaba.com/mobile/panasonic-eluga-i7","Rs. 7,190","70","VFM Score","5.45""","•","Screen","8 MP","•","Camera","2GB","•","RAM","4000mAh","•","Battery","",""
"https://pricebaba.com/l.png","M-Tech Freedom","https://pricebaba.com/mobile/mtech-freedom","Rs. 1,329","68","VFM Score","3.5""","•","Screen","1.3 MP","•","Camera","1100mAh","•","Battery","","","","Out of stock",""
"https://pricebaba.com/l.png","Samsung Galaxy On Nxt 64GB","https://pricebaba.com/mobile/samsung-galaxy-on-nxt-64gb","Rs. 7,999","78","VFM Score","5.5""","•","Screen","13 MP","•","Camera","3GB","•","RAM","3300mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Motorola Moto G5","https://pricebaba.com/mobile/motorola-moto-g5","Rs. 9,690","67","VFM Score","5.0""","•","Screen","13 MP","•","Camera","3GB","•","RAM","2800mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Gionee P7 Max","https://pricebaba.com/mobile/gionee-p7-max","Rs. 5,690","75","VFM Score","5.5""","•","Screen","13 MP","•","Camera","3GB","•","RAM","3100mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","LYF Flame 8","https://pricebaba.com/mobile/lyf-flame-8","Rs. 4,999","59","VFM Score","4.5""","•","Screen","8 MP","•","Camera","1GB","•","RAM","2000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Yu Yuphoria","https://pricebaba.com/mobile/yu-yuphoria","Rs. 8,999","59","VFM Score","5.0""","•","Screen","8 MP","•","Camera","2GB","•","RAM","2230mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Nokia E71","https://pricebaba.com/mobile/nokia-e71","Rs. 4,999","48","VFM Score","2.4""","•","Screen","2 MP","•","Camera","1500mAh","•","Battery","","","","Out of stock",""
"https://pricebaba.com/l.png","Samsung Z1","https://pricebaba.com/mobile/samsung-z1","Rs. 4,199","52","VFM Score","4.0""","•","Screen","3.1 MP","•","Camera","768MB","•","RAM","1500mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Xiaomi Redmi 1S","https://pricebaba.com/mobile/xiaomi-redmi-1s","Rs. 5,999","59","VFM Score","4.7""","•","Screen","8 MP","•","Camera","1GB","•","RAM","2000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Samsung Star II S5263","https://pricebaba.com/mobile/samsung-star-ii-s5263","Rs. 5,990","45","VFM Score","3""","•","Screen","3.2 MP","•","Camera","1000mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Nokia X2-01","https://pricebaba.com/mobile/nokia-x2-01","Rs. 4,229","48","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","64MB","•","RAM","1020mAh","•","Battery","Out of stock","Out of Stock"
"https://cdn.pricebaba.com/prod/images/product/mobile/111270/mtr-m1000-l-3403427.jpg?tr=h-120,q-60","MTR M1000","https://pricebaba.com/mobile/mtr-m1000","Rs. 1,050","70","VFM Score","1.77""","•","Screen","0.3 MP","•","Camera","3000mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/107503/micromax-in-3b-l-3660075.jpg?tr=h-120,q-60","Micromax IN 3B","https://pricebaba.com/mobile/micromax-in-3b","Rs. 9,499","","","6.52""","•","Screen","Triple","•","Camera","4GB","•","RAM","6000mAh","•","Battery","Upcoming","Expected Price"
"https://cdn.pricebaba.com/prod/images/product/mobile/107029/cellecor-a2i-l-2018910.jpg?tr=h-120,q-60","Cellecor A2i","https://pricebaba.com/mobile/cellecor-a2i","Rs. 1,299","60","VFM Score","1.77""","•","Screen","0.8 MP","•","Camera","2000mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/106881/iair-d12-new-l-2485755.jpg?tr=h-120,q-60","iAir D12 New","https://pricebaba.com/mobile/iair-d12-new","Rs. 1,549","53","VFM Score","1.77""","•","Screen","0.3 MP","•","Camera","2800mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/106587/karbonn-ku3-l-2485784.jpg?tr=h-120,q-60","Karbonn KU3","https://pricebaba.com/mobile/karbonn-ku3","Rs. 1,200","57","VFM Score","1.8""","•","Screen","0.3 MP","•","Camera","36MB","•","RAM","799mAh","•","Battery","Out of stock","Out of Stock"
"https://cdn.pricebaba.com/prod/images/product/mobile/105575/philips-xenium-e209-l-1894850.jpg?tr=h-120,q-60","Philips Xenium E209","https://pricebaba.com/mobile/philips-xenium-e209","Rs. 1,570","52","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","32MB","•","RAM","1000mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/101755/itel-a47-l-1895363.jpg?tr=h-120,q-60","Itel A47","https://pricebaba.com/mobile/itel-a47","Rs. 6,099","70","VFM Score","5.5""","•","Screen","Dual","•","Camera","2GB","•","RAM","3020mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/93713/sansui-a10-activ-l-2252274.jpg?tr=h-120,q-60","Sansui A10 Activ","https://pricebaba.com/mobile/sansui-a10-activ","Rs. 1,999","52","VFM Score","3.5""","•","Screen","1.3 MP","•","Camera","1300mAh","•","Battery","","","","Out of stock",""
"https://pricebaba.com/l.png","Infinix S5 Lite","https://pricebaba.com/mobile/infinix-s5-lite","Rs. 9,999","72","VFM Score","6.6""","•","Screen","Dual","•","Camera","4GB","•","RAM","4000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Lenovo A6 Note","https://pricebaba.com/mobile/lenovo-a6-note","Rs. 7,499","80","VFM Score","6.08""","•","Screen","Dual","•","Camera","3GB","•","RAM","4000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Kechao A27","https://pricebaba.com/mobile/kechao-a27","Rs. 1,074","59","VFM Score","0.66""","•","Screen","800mAh","•","Battery","","","","","","","",""
"https://pricebaba.com/l.png","Itel A44 Power","https://pricebaba.com/mobile/itel-a44-power","Rs. 4,999","68","VFM Score","5.5""","•","Screen","Dual","•","Camera","1GB","•","RAM","4000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Spice F305","https://pricebaba.com/mobile/spice-f305","Rs. 3,999","66","VFM Score","5.0""","•","Screen","5 MP","•","Camera","1GB","•","RAM","2700mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Gfive U505","https://pricebaba.com/mobile/gfive-u505","Rs. 639","62","VFM Score","2""","•","Screen","0.3 MP","•","Camera","900mAh","•","Battery","","","","Out of stock",""
"https://pricebaba.com/l.png","Xiaomi Redmi 6 64GB","https://pricebaba.com/mobile/xiaomi-redmi-6-4gb-64gb","Rs. 8,900","73","VFM Score","5.45""","•","Screen","Dual","•","Camera","3GB","•","RAM","3000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Easyfone Royale","https://pricebaba.com/mobile/easyfone-royale","Rs. 3,499","48","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","700mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Panasonic P100 2GB RAM","https://pricebaba.com/mobile/panasonic-p100-2gb","Rs. 5,500","73","VFM Score","5.0""","•","Screen","8 MP","•","Camera","2GB","•","RAM","2200mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi 4 32GB","https://pricebaba.com/mobile/xiaomi-redmi-4-3gb-32gb","Rs. 9,189","65","VFM Score","5.0""","•","Screen","13 MP","•","Camera","3GB","•","RAM","4100mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","LYF Wind 7","https://pricebaba.com/mobile/lyf-wind-7","Rs. 7,499","59","VFM Score","5.0""","•","Screen","8 MP","•","Camera","2GB","•","RAM","2250mAh","•","Battery","",""
"https://pricebaba.com/l.png","Micromax X910A","https://pricebaba.com/mobile/micromax-flash-x910","Rs. 1,749","62","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","56MB","•","RAM","4000mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Gionee F103 Pro","https://pricebaba.com/mobile/gionee-f103-pro","Rs. 5,490","73","VFM Score","5.0""","•","Screen","13 MP","•","Camera","3GB","•","RAM","2400mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Mi Max","https://pricebaba.com/mobile/xiaomi-max-32gb","Rs. 8,490","70","VFM Score","6.4""","•","Screen","16 MP","•","Camera","3GB","•","RAM","4850mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Gionee P5W","https://pricebaba.com/mobile/gionee-p5w","Rs. 6,000","58","VFM Score","5.0""","•","Screen","5 MP","•","Camera","1GB","•","RAM","2000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Spice Mi-6115","https://pricebaba.com/mobile/spice-mi-6115","Rs. 2,499","53","VFM Score","4.7""","•","Screen","1.3 MP","•","Camera","1000mAh","•","Battery","","","","Out of stock",""
"https://pricebaba.com/l.png","Samsung Galaxy J1 Ace","https://pricebaba.com/mobile/samsung-galaxy-j1-ace","Rs. 6,400","54","VFM Score","4.3""","•","Screen","5 MP","•","Camera","512MB","•","RAM","1800mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Lenovo A2010","https://pricebaba.com/mobile/lenovo-a2010","Rs. 6,000","58","VFM Score","4.5""","•","Screen","5 MP","•","Camera","1GB","•","RAM","2000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Micromax Canvas Knight 2 4G","https://pricebaba.com/mobile/micromax-canvas-knight-2","Rs. 7,600","66","VFM Score","5.0""","•","Screen","13 MP","•","Camera","2GB","•","RAM","2260mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nokia 225 Dual SIM","https://pricebaba.com/mobile/nokia-225-dual-sim","Rs. 3,466","49","VFM Score","2.8""","•","Screen","2 MP","•","Camera","8MB","•","RAM","1200mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Nokia 108 Dual SIM","https://pricebaba.com/mobile/nokia-108-dual-sim","Rs. 2,149","52","VFM Score","1.8""","•","Screen","0.3 MP","•","Camera","950mAh","•","Battery","","","","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Samsung Galaxy Star S5282","https://pricebaba.com/mobile/samsung-galaxy-star-s5282","Rs. 4,940","49","VFM Score","3""","•","Screen","2 MP","•","Camera","512MB","•","RAM","1200mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Nokia E7","https://pricebaba.com/mobile/nokia-e7","Rs. 5,750","50","VFM Score","4""","•","Screen","8 MP","•","Camera","256MB","•","RAM","1200mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Intex Turbo 220 Plus","https://pricebaba.com/mobile/intex-turbo-220-plus","Rs. 1,449","55","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","2500mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Kechao K113 2021","https://pricebaba.com/mobile/kechao-k113-2021","Rs. 1,499","54","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","3000mAh","•","Battery","","","","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Lava Z2s","https://pricebaba.com/mobile/lava-z2s","Rs. 5,999","85","VFM Score","6.51""","•","Screen","8 MP","•","Camera","2GB","•","RAM","5000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Lava Hero 600 Plus","https://pricebaba.com/mobile/lava-hero-600-plus","Rs. 890","50","VFM Score","1.8""","•","Screen","620mAh","•","Battery","","","","","","","",""
"https://pricebaba.com/l.png","Lava A7 2020","https://pricebaba.com/mobile/lava-a7-2020","Rs. 1,490","57","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","1800mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Intex Boss 5.1","https://pricebaba.com/mobile/intex-boss-5-1","Rs. 1,790","55","VFM Score","2.4""","•","Screen","1.3 MP","•","Camera","2000mAh","•","Battery","","","","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Intex Ultra G3 Plus","https://pricebaba.com/mobile/intex-ultra-g3-plus","Rs. 1,499","54","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","2200mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","I KALL K5","https://pricebaba.com/mobile/ikall-k5","Rs. 4,399","64","VFM Score","5.45""","•","Screen","5 MP","•","Camera","2GB","•","RAM","2500mAh","•","Battery","",""
"https://pricebaba.com/l.png","Karbonn KX23","https://pricebaba.com/mobile/karbonn-kx23","Rs. 1,299","74","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","1900mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/62742/nokia-1616-l-2203944.jpg?tr=h-120,q-60","Nokia 1616","https://pricebaba.com/mobile/nokia-1616","Rs. 1,389","42","VFM Score","1.8""","•","Screen","800mAh","•","Battery","","","","","","","Out of stock","Out of Stock"
"https://cdn.pricebaba.com/prod/images/product/mobile/62723/blackberry-pearl-flip-8220-l-2247883.jpg?tr=h-120,q-60","BlackBerry Pearl Flip 8220","https://pricebaba.com/mobile/blackberry-pearl-flip-8220","Rs. 8,499","44","VFM Score","2.6""","•","Screen","2 MP","•","Camera","900mAh","•","Battery","","","","Out of stock",""
"https://cdn.pricebaba.com/prod/images/product/mobile/59112/asus-zenfone-lite-l1-l-2488475.jpg?tr=h-120,q-60","Asus Zenfone Lite L1","https://pricebaba.com/mobile/asus-zenfone-lite-l1","Rs. 6,850","71","VFM Score","5.45""","•","Screen","13 MP","•","Camera","2GB","•","RAM","3000mAh","•","Battery","Out of stock",""
"https://cdn.pricebaba.com/prod/images/product/mobile/50905/kechao-k116-l-573137.jpg?tr=h-120,q-60","Kechao K116","https://pricebaba.com/mobile/kechao-k116","Rs. 1,099","42","VFM Score","1.4""","•","Screen","32MB","•","RAM","600mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/50801/kechao-k9-l-531648.jpg?tr=h-120,q-60","Kechao K9","https://pricebaba.com/mobile/kechao-k9","Rs. 1,199","69","VFM Score","2.2""","•","Screen","0.3 MP","•","Camera","2000mAh","•","Battery","","","","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/50486/tecno-camon-isky-2-l-1615291.jpg?tr=h-120,q-60","Tecno Camon iSky 2","https://pricebaba.com/mobile/tecno-camon-isky-2","Rs. 8,999","65","VFM Score","5.5""","•","Screen","Dual","•","Camera","2GB","•","RAM","3050mAh","•","Battery","",""
"https://cdn.pricebaba.com/prod/images/product/mobile/49967/leeco-le-max-2-32gb-l-3629293.jpg?tr=h-120,q-60","LeEco Le Max 2 32GB","https://pricebaba.com/mobile/leeco-le-max-2-32gb","Rs. 8,999","72","VFM Score","5.7""","•","Screen","21 MP","•","Camera","4GB","•","RAM","3100mAh","•","Battery","Out of stock",""
"https://cdn.pricebaba.com/prod/images/product/mobile/49486/alcatel-3x-l-1708776.jpg?tr=h-120,q-60","Alcatel 3X","https://pricebaba.com/mobile/alcatel-3x","Rs. 6,250","75","VFM Score","5.7""","•","Screen","Dual","•","Camera","3GB","•","RAM","3000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Micromax X740","https://pricebaba.com/mobile/micromax-x740","Rs. 1,295","73","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","1800mAh","•","Battery","0.3 MP","•","Front Camera","",""
"https://pricebaba.com/l.png","Infinix Note 4","https://pricebaba.com/mobile/infinix-note-4","Rs. 8,999","65","VFM Score","5.7""","•","Screen","13 MP","•","Camera","3GB","•","RAM","4300mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Motorola C","https://pricebaba.com/mobile/motorola-moto-c","Rs. 5,999","62","VFM Score","5.0""","•","Screen","5 MP","•","Camera","1GB","•","RAM","2350mAh","•","Battery","",""
"https://pricebaba.com/l.png","LYF Water 10","https://pricebaba.com/mobile/lyf-water-10","Rs. 4,999","68","VFM Score","5.0""","•","Screen","13 MP","•","Camera","3GB","•","RAM","2300mAh","•","Battery","",""
"https://pricebaba.com/l.png","Gionee Pioneer P5L 2016","https://pricebaba.com/mobile/gionee-p5l","Rs. 4,999","66","VFM Score","5.0""","•","Screen","8 MP","•","Camera","1GB","•","RAM","2300mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Apple iPhone 4 - 16GB","https://pricebaba.com/mobile/apple-iphone-4-16gb","Rs. 5,489","57","VFM Score","3.5""","•","Screen","5 MP","•","Camera","512MB","•","RAM","1420mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Kechao K77 Mini","https://pricebaba.com/mobile/kechao-k77-mini","Rs. 999","62","VFM Score","1.8""","•","Screen","0.3 MP","•","Camera","2500mAh","•","Battery","","","","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Kechao K8 2021","https://pricebaba.com/mobile/kechao-k8-2021","Rs. 1,399","49","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","1800mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","I-Smart IS-101 Ferrari","https://pricebaba.com/mobile/i-smart-is-101-ferrari","Rs. 1,899","51","VFM Score","1.77""","•","Screen","0.3 MP","•","Camera","1200mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","I-Smart i1 Giant","https://pricebaba.com/mobile/i-smart-i1-giant","Rs. 5,990","66","VFM Score","6.4""","•","Screen","8 MP","•","Camera","3GB","•","RAM","3500mAh","•","Battery","",""
"https://pricebaba.com/l.png","Energizer Energy E20","https://pricebaba.com/mobile/energizer-energy-e20","Rs. 1,590","55","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","1000mAh","•","Battery","","","","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Karbonn Titanium S9 Plus 3GB RAM","https://pricebaba.com/mobile/karbonn-titanium-s9-plus-3gb-ram","Rs. 6,499","70","VFM Score","6.1""","•","Screen","Dual","•","Camera","3GB","•","RAM","3000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Xiaomi Redmi Go 16GB","https://pricebaba.com/mobile/xiaomi-redmi-go-16gb","Rs. 5,499","71","VFM Score","5.0""","•","Screen","8 MP","•","Camera","1GB","•","RAM","3000mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Nokia 3.2 32GB","https://pricebaba.com/mobile/nokia-3-2-32gb","Rs. 7,999","72","VFM Score","6.26""","•","Screen","13 MP","•","Camera","3GB","•","RAM","4000mAh","•","Battery","",""
"https://pricebaba.com/l.png","I KALL K37 New","https://pricebaba.com/mobile/ikall-k37-new","Rs. 829","64","VFM Score","2.4""","•","Screen","0.3 MP","•","Camera","1500mAh","•","Battery","","","","",""
"https://pricebaba.com/l.png","Motorola Moto G4","https://pricebaba.com/mobile/motorola-moto-g4","Rs. 8,490","66","VFM Score","5.5""","•","Screen","13 MP","•","Camera","2GB","•","RAM","3000mAh","•","Battery","Out of stock",""
"https://pricebaba.com/l.png","Tecno Camon iAce 2","https://pricebaba.com/mobile/tecno-camon-iace-2","Rs. 6,499","75","VFM Score","5.5""","•","Screen","Dual","•","Camera","2GB","•","RAM","3050mAh","•","Battery","",""
"https://pricebaba.com/l.png","Realme C1 2019","https://pricebaba.com/mobile/realme-c1-2019","Rs. 8,889","72","VFM Score","6.2""","•","Screen","Dual","•","Camera","2GB","•","RAM","4230mAh","•","Battery","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Lava Z61 2GB RAM","https://pricebaba.com/mobile/lava-z61-2gb-ram","Rs. 5,900","73","VFM Score","5.45""","•","Screen","8 MP","•","Camera","2GB","•","RAM","3000mAh","•","Battery","",""
"https://pricebaba.com/l.png","Kechao K92","https://pricebaba.com/mobile/kechao-k92","Rs. 1,099","90","VFM Score","2.4""","•","Screen","1.3 MP","•","Camera","6800mAh","•","Battery","","","","Out of stock","Out of Stock"
"https://pricebaba.com/l.png","Nuvo Note Pro NQ53","https://pricebaba.com/mobile/nuvo-note-pro-nq53","Rs. 3,999","58","VFM Score","5.3""","•","Screen","8 MP","•","Camera","1GB","•","RAM","2650mAh","•","Battery","",""
"https://pricebaba.com/l.png","Nuvo Alpha NS35","https://pricebaba.com/mobile/nuvo-alpha-ns35","Rs. 2,645","60","VFM Score","3.5""","•","Screen","3.2 MP","•","Camera","512MB","•","RAM","1400mAh","•","Battery","",""
"https://pricebaba.com/l.png","Itel it5320","https://pricebaba.com/mobile/itel-it5320","Rs. 1,491","56","VFM Score","2.8""","•","Screen","0.3 MP","•","Camera","1900mAh","•","Battery","0.3 MP","•","Front Camera","Out of stock",""
"https://pricebaba.com/l.png","Micromax X415","https://pricebaba.com/mobile/micromax-x415","Rs. 934","57","VFM Score","1.77""","•","Screen","0.3 MP","•","Camera","1000mAh","•","Battery","","","","",""
